"x","y","vhi","date"
2597995,1204765,65,"2026-07-08 (latest valid available)"
2600855,1204765,55,"2026-07-08 (latest valid available)"
2600865,1204765,52,"2026-07-08 (latest valid available)"
2600875,1204765,46,"2026-07-08 (latest valid available)"
2600885,1204765,59,"2026-07-08 (latest valid available)"
2600895,1204765,60,"2026-07-08 (latest valid available)"
2600905,1204765,56,"2026-07-08 (latest valid available)"
2600915,1204765,66,"2026-07-08 (latest valid available)"
2602325,1204765,47,"2026-07-08 (latest valid available)"
2602335,1204765,45,"2026-07-08 (latest valid available)"
2602345,1204765,42,"2026-07-08 (latest valid available)"
2602355,1204765,47,"2026-07-08 (latest valid available)"
2602365,1204765,51,"2026-07-08 (latest valid available)"
2602375,1204765,48,"2026-07-08 (latest valid available)"
2602405,1204765,53,"2026-07-08 (latest valid available)"
2602415,1204765,47,"2026-07-08 (latest valid available)"
2602425,1204765,49,"2026-07-08 (latest valid available)"
2602435,1204765,48,"2026-07-08 (latest valid available)"
2602445,1204765,49,"2026-07-08 (latest valid available)"
2602455,1204765,51,"2026-07-08 (latest valid available)"
2602465,1204765,52,"2026-07-08 (latest valid available)"
2602475,1204765,53,"2026-07-08 (latest valid available)"
2602495,1204765,45,"2026-07-08 (latest valid available)"
2602505,1204765,51,"2026-07-08 (latest valid available)"
2602515,1204765,46,"2026-07-08 (latest valid available)"
2602525,1204765,50,"2026-07-08 (latest valid available)"
2602535,1204765,54,"2026-07-08 (latest valid available)"
2602545,1204765,61,"2026-07-08 (latest valid available)"
2602555,1204765,65,"2026-07-08 (latest valid available)"
2602565,1204765,62,"2026-07-08 (latest valid available)"
2602575,1204765,64,"2026-07-08 (latest valid available)"
2602585,1204765,68,"2026-07-08 (latest valid available)"
2602595,1204765,58,"2026-07-08 (latest valid available)"
2602605,1204765,61,"2026-07-08 (latest valid available)"
2602615,1204765,47,"2026-07-08 (latest valid available)"
2602645,1204765,55,"2026-07-08 (latest valid available)"
2602655,1204765,45,"2026-07-08 (latest valid available)"
2602665,1204765,45,"2026-07-08 (latest valid available)"
2602675,1204765,46,"2026-07-08 (latest valid available)"
2602685,1204765,49,"2026-07-08 (latest valid available)"
2602695,1204765,49,"2026-07-08 (latest valid available)"
2602705,1204765,49,"2026-07-08 (latest valid available)"
2602715,1204765,55,"2026-07-08 (latest valid available)"
2602735,1204765,50,"2026-07-08 (latest valid available)"
2602745,1204765,53,"2026-07-08 (latest valid available)"
2602755,1204765,53,"2026-07-08 (latest valid available)"
2602765,1204765,53,"2026-07-08 (latest valid available)"
2602775,1204765,46,"2026-07-08 (latest valid available)"
2602785,1204765,46,"2026-07-08 (latest valid available)"
2602795,1204765,48,"2026-07-08 (latest valid available)"
2602805,1204765,66,"2026-07-08 (latest valid available)"
2602815,1204765,67,"2026-07-08 (latest valid available)"
2602825,1204765,60,"2026-07-08 (latest valid available)"
2602835,1204765,51,"2026-07-08 (latest valid available)"
2602845,1204765,51,"2026-07-08 (latest valid available)"
2602855,1204765,44,"2026-07-08 (latest valid available)"
2602865,1204765,40,"2026-07-08 (latest valid available)"
2602875,1204765,42,"2026-07-08 (latest valid available)"
2602885,1204765,41,"2026-07-08 (latest valid available)"
2602915,1204765,52,"2026-07-08 (latest valid available)"
2602925,1204765,51,"2026-07-08 (latest valid available)"
2602935,1204765,57,"2026-07-08 (latest valid available)"
2602945,1204765,50,"2026-07-08 (latest valid available)"
2602955,1204765,58,"2026-07-08 (latest valid available)"
2602965,1204765,58,"2026-07-08 (latest valid available)"
2602975,1204765,54,"2026-07-08 (latest valid available)"
2602985,1204765,55,"2026-07-08 (latest valid available)"
2602995,1204765,53,"2026-07-08 (latest valid available)"
2603035,1204765,54,"2026-07-08 (latest valid available)"
2603045,1204765,59,"2026-07-08 (latest valid available)"
2603055,1204765,56,"2026-07-08 (latest valid available)"
2603065,1204765,57,"2026-07-08 (latest valid available)"
2603075,1204765,56,"2026-07-08 (latest valid available)"
2603085,1204765,57,"2026-07-08 (latest valid available)"
2603095,1204765,48,"2026-07-08 (latest valid available)"
2603105,1204765,46,"2026-07-08 (latest valid available)"
2603115,1204765,48,"2026-07-08 (latest valid available)"
2603125,1204765,47,"2026-07-08 (latest valid available)"
2603135,1204765,47,"2026-07-08 (latest valid available)"
2603145,1204765,45,"2026-07-08 (latest valid available)"
2603155,1204765,39,"2026-07-08 (latest valid available)"
2603165,1204765,37,"2026-07-08 (latest valid available)"
2603175,1204765,37,"2026-07-08 (latest valid available)"
2603185,1204765,43,"2026-07-08 (latest valid available)"
2603195,1204765,47,"2026-07-08 (latest valid available)"
2603205,1204765,51,"2026-07-08 (latest valid available)"
2603735,1204765,47,"2026-07-08 (latest valid available)"
2603745,1204765,50,"2026-07-08 (latest valid available)"
2603755,1204765,49,"2026-07-08 (latest valid available)"
2603765,1204765,53,"2026-07-08 (latest valid available)"
2603775,1204765,54,"2026-07-08 (latest valid available)"
2603785,1204765,55,"2026-07-08 (latest valid available)"
2603795,1204765,54,"2026-07-08 (latest valid available)"
2603805,1204765,55,"2026-07-08 (latest valid available)"
2603815,1204765,55,"2026-07-08 (latest valid available)"
2603825,1204765,55,"2026-07-08 (latest valid available)"
2603835,1204765,53,"2026-07-08 (latest valid available)"
2603845,1204765,53,"2026-07-08 (latest valid available)"
2603855,1204765,58,"2026-07-08 (latest valid available)"
2603895,1204765,60,"2026-07-08 (latest valid available)"
2603905,1204765,58,"2026-07-08 (latest valid available)"
2603915,1204765,56,"2026-07-08 (latest valid available)"
2603925,1204765,54,"2026-07-08 (latest valid available)"
2603935,1204765,53,"2026-07-08 (latest valid available)"
2603945,1204765,52,"2026-07-08 (latest valid available)"
2603955,1204765,51,"2026-07-08 (latest valid available)"
2603965,1204765,49,"2026-07-08 (latest valid available)"
2603975,1204765,42,"2026-07-08 (latest valid available)"
2603985,1204765,40,"2026-07-08 (latest valid available)"
2603995,1204765,47,"2026-07-08 (latest valid available)"
2604005,1204765,53,"2026-07-08 (latest valid available)"
2604015,1204765,51,"2026-07-08 (latest valid available)"
2604025,1204765,54,"2026-07-08 (latest valid available)"
2604035,1204765,55,"2026-07-08 (latest valid available)"
2604045,1204765,53,"2026-07-08 (latest valid available)"
2604055,1204765,48,"2026-07-08 (latest valid available)"
2604065,1204765,49,"2026-07-08 (latest valid available)"
2604075,1204765,49,"2026-07-08 (latest valid available)"
2604085,1204765,41,"2026-07-08 (latest valid available)"
2604095,1204765,46,"2026-07-08 (latest valid available)"
2604105,1204765,54,"2026-07-08 (latest valid available)"
2604115,1204765,54,"2026-07-08 (latest valid available)"
2604125,1204765,59,"2026-07-08 (latest valid available)"
2604135,1204765,53,"2026-07-08 (latest valid available)"
2604145,1204765,47,"2026-07-08 (latest valid available)"
2604155,1204765,53,"2026-07-08 (latest valid available)"
2604165,1204765,55,"2026-07-08 (latest valid available)"
2604175,1204765,51,"2026-07-08 (latest valid available)"
2604185,1204765,52,"2026-07-08 (latest valid available)"
2604195,1204765,54,"2026-07-08 (latest valid available)"
2604205,1204765,52,"2026-07-08 (latest valid available)"
2604215,1204765,51,"2026-07-08 (latest valid available)"
2604225,1204765,51,"2026-07-08 (latest valid available)"
2604235,1204765,49,"2026-07-08 (latest valid available)"
2604335,1204765,52,"2026-07-08 (latest valid available)"
2604345,1204765,53,"2026-07-08 (latest valid available)"
2604355,1204765,51,"2026-07-08 (latest valid available)"
2604365,1204765,57,"2026-07-08 (latest valid available)"
2604375,1204765,56,"2026-07-08 (latest valid available)"
2604385,1204765,57,"2026-07-08 (latest valid available)"
2604395,1204765,53,"2026-07-08 (latest valid available)"
2604405,1204765,53,"2026-07-08 (latest valid available)"
2604415,1204765,52,"2026-07-08 (latest valid available)"
2604425,1204765,52,"2026-07-08 (latest valid available)"
2604435,1204765,55,"2026-07-08 (latest valid available)"
2604445,1204765,56,"2026-07-08 (latest valid available)"
2604455,1204765,58,"2026-07-08 (latest valid available)"
2604465,1204765,59,"2026-07-08 (latest valid available)"
2604475,1204765,59,"2026-07-08 (latest valid available)"
2604485,1204765,60,"2026-07-08 (latest valid available)"
2604495,1204765,57,"2026-07-08 (latest valid available)"
2604505,1204765,56,"2026-07-08 (latest valid available)"
2604515,1204765,56,"2026-07-08 (latest valid available)"
2604525,1204765,57,"2026-07-08 (latest valid available)"
2604635,1204765,75,"2026-07-08 (latest valid available)"
2604645,1204765,77,"2026-07-08 (latest valid available)"
2604655,1204765,69,"2026-07-08 (latest valid available)"
2604665,1204765,54,"2026-07-08 (latest valid available)"
2604675,1204765,55,"2026-07-08 (latest valid available)"
2604685,1204765,59,"2026-07-08 (latest valid available)"
2604695,1204765,64,"2026-07-08 (latest valid available)"
2604705,1204765,61,"2026-07-08 (latest valid available)"
2604715,1204765,56,"2026-07-08 (latest valid available)"
2604725,1204765,53,"2026-07-08 (latest valid available)"
2604745,1204765,51,"2026-07-08 (latest valid available)"
2599055,1204755,27,"2026-07-08 (latest valid available)"
2599065,1204755,0,"2026-07-08 (latest valid available)"
2600855,1204755,47,"2026-07-08 (latest valid available)"
2600865,1204755,56,"2026-07-08 (latest valid available)"
2600875,1204755,47,"2026-07-08 (latest valid available)"
2600885,1204755,54,"2026-07-08 (latest valid available)"
2600895,1204755,56,"2026-07-08 (latest valid available)"
2600905,1204755,58,"2026-07-08 (latest valid available)"
2602315,1204755,48,"2026-07-08 (latest valid available)"
2602325,1204755,49,"2026-07-08 (latest valid available)"
2602335,1204755,43,"2026-07-08 (latest valid available)"
2602345,1204755,44,"2026-07-08 (latest valid available)"
2602355,1204755,48,"2026-07-08 (latest valid available)"
2602365,1204755,47,"2026-07-08 (latest valid available)"
2602375,1204755,44,"2026-07-08 (latest valid available)"
2602395,1204755,49,"2026-07-08 (latest valid available)"
2602405,1204755,53,"2026-07-08 (latest valid available)"
2602415,1204755,49,"2026-07-08 (latest valid available)"
2602425,1204755,50,"2026-07-08 (latest valid available)"
2602435,1204755,51,"2026-07-08 (latest valid available)"
2602445,1204755,48,"2026-07-08 (latest valid available)"
2602455,1204755,48,"2026-07-08 (latest valid available)"
2602465,1204755,50,"2026-07-08 (latest valid available)"
2602495,1204755,57,"2026-07-08 (latest valid available)"
2602505,1204755,48,"2026-07-08 (latest valid available)"
2602515,1204755,52,"2026-07-08 (latest valid available)"
2602525,1204755,56,"2026-07-08 (latest valid available)"
2602535,1204755,61,"2026-07-08 (latest valid available)"
2602545,1204755,60,"2026-07-08 (latest valid available)"
2602555,1204755,57,"2026-07-08 (latest valid available)"
2602565,1204755,52,"2026-07-08 (latest valid available)"
2602575,1204755,61,"2026-07-08 (latest valid available)"
2602585,1204755,60,"2026-07-08 (latest valid available)"
2602595,1204755,55,"2026-07-08 (latest valid available)"
2602605,1204755,54,"2026-07-08 (latest valid available)"
2602615,1204755,30,"2026-07-08 (latest valid available)"
2602645,1204755,55,"2026-07-08 (latest valid available)"
2602655,1204755,48,"2026-07-08 (latest valid available)"
2602665,1204755,47,"2026-07-08 (latest valid available)"
2602675,1204755,49,"2026-07-08 (latest valid available)"
2602685,1204755,52,"2026-07-08 (latest valid available)"
2602695,1204755,50,"2026-07-08 (latest valid available)"
2602705,1204755,50,"2026-07-08 (latest valid available)"
2602725,1204755,54,"2026-07-08 (latest valid available)"
2602735,1204755,50,"2026-07-08 (latest valid available)"
2602745,1204755,53,"2026-07-08 (latest valid available)"
2602755,1204755,55,"2026-07-08 (latest valid available)"
2602765,1204755,62,"2026-07-08 (latest valid available)"
2602775,1204755,54,"2026-07-08 (latest valid available)"
2602785,1204755,54,"2026-07-08 (latest valid available)"
2602795,1204755,44,"2026-07-08 (latest valid available)"
2602805,1204755,56,"2026-07-08 (latest valid available)"
2602815,1204755,62,"2026-07-08 (latest valid available)"
2602825,1204755,60,"2026-07-08 (latest valid available)"
2602835,1204755,44,"2026-07-08 (latest valid available)"
2602845,1204755,46,"2026-07-08 (latest valid available)"
2602855,1204755,45,"2026-07-08 (latest valid available)"
2602865,1204755,42,"2026-07-08 (latest valid available)"
2602875,1204755,46,"2026-07-08 (latest valid available)"
2602885,1204755,44,"2026-07-08 (latest valid available)"
2602925,1204755,58,"2026-07-08 (latest valid available)"
2602935,1204755,54,"2026-07-08 (latest valid available)"
2602945,1204755,47,"2026-07-08 (latest valid available)"
2602955,1204755,57,"2026-07-08 (latest valid available)"
2602965,1204755,60,"2026-07-08 (latest valid available)"
2602975,1204755,57,"2026-07-08 (latest valid available)"
2602985,1204755,57,"2026-07-08 (latest valid available)"
2602995,1204755,57,"2026-07-08 (latest valid available)"
2603025,1204755,55,"2026-07-08 (latest valid available)"
2603035,1204755,52,"2026-07-08 (latest valid available)"
2603045,1204755,57,"2026-07-08 (latest valid available)"
2603055,1204755,57,"2026-07-08 (latest valid available)"
2603065,1204755,57,"2026-07-08 (latest valid available)"
2603075,1204755,62,"2026-07-08 (latest valid available)"
2603085,1204755,59,"2026-07-08 (latest valid available)"
2603095,1204755,58,"2026-07-08 (latest valid available)"
2603105,1204755,52,"2026-07-08 (latest valid available)"
2603115,1204755,48,"2026-07-08 (latest valid available)"
2603125,1204755,52,"2026-07-08 (latest valid available)"
2603135,1204755,54,"2026-07-08 (latest valid available)"
2603145,1204755,51,"2026-07-08 (latest valid available)"
2603155,1204755,49,"2026-07-08 (latest valid available)"
2603165,1204755,48,"2026-07-08 (latest valid available)"
2603175,1204755,42,"2026-07-08 (latest valid available)"
2603185,1204755,47,"2026-07-08 (latest valid available)"
2603195,1204755,53,"2026-07-08 (latest valid available)"
2603715,1204755,55,"2026-07-08 (latest valid available)"
2603725,1204755,50,"2026-07-08 (latest valid available)"
2603735,1204755,48,"2026-07-08 (latest valid available)"
2603745,1204755,49,"2026-07-08 (latest valid available)"
2603755,1204755,50,"2026-07-08 (latest valid available)"
2603765,1204755,55,"2026-07-08 (latest valid available)"
2603775,1204755,58,"2026-07-08 (latest valid available)"
2603785,1204755,58,"2026-07-08 (latest valid available)"
2603795,1204755,55,"2026-07-08 (latest valid available)"
2603805,1204755,55,"2026-07-08 (latest valid available)"
2603815,1204755,52,"2026-07-08 (latest valid available)"
2603825,1204755,51,"2026-07-08 (latest valid available)"
2603835,1204755,48,"2026-07-08 (latest valid available)"
2603845,1204755,51,"2026-07-08 (latest valid available)"
2603855,1204755,57,"2026-07-08 (latest valid available)"
2603885,1204755,60,"2026-07-08 (latest valid available)"
2603895,1204755,59,"2026-07-08 (latest valid available)"
2603905,1204755,56,"2026-07-08 (latest valid available)"
2603915,1204755,55,"2026-07-08 (latest valid available)"
2603925,1204755,54,"2026-07-08 (latest valid available)"
2603935,1204755,55,"2026-07-08 (latest valid available)"
2603945,1204755,56,"2026-07-08 (latest valid available)"
2603955,1204755,56,"2026-07-08 (latest valid available)"
2603965,1204755,50,"2026-07-08 (latest valid available)"
2603975,1204755,42,"2026-07-08 (latest valid available)"
2603985,1204755,44,"2026-07-08 (latest valid available)"
2603995,1204755,56,"2026-07-08 (latest valid available)"
2604005,1204755,59,"2026-07-08 (latest valid available)"
2604015,1204755,56,"2026-07-08 (latest valid available)"
2604025,1204755,55,"2026-07-08 (latest valid available)"
2604035,1204755,52,"2026-07-08 (latest valid available)"
2604045,1204755,52,"2026-07-08 (latest valid available)"
2604055,1204755,49,"2026-07-08 (latest valid available)"
2604065,1204755,45,"2026-07-08 (latest valid available)"
2604075,1204755,45,"2026-07-08 (latest valid available)"
2604085,1204755,46,"2026-07-08 (latest valid available)"
2604095,1204755,51,"2026-07-08 (latest valid available)"
2604105,1204755,56,"2026-07-08 (latest valid available)"
2604115,1204755,55,"2026-07-08 (latest valid available)"
2604125,1204755,56,"2026-07-08 (latest valid available)"
2604135,1204755,47,"2026-07-08 (latest valid available)"
2604145,1204755,43,"2026-07-08 (latest valid available)"
2604155,1204755,41,"2026-07-08 (latest valid available)"
2604165,1204755,48,"2026-07-08 (latest valid available)"
2604175,1204755,57,"2026-07-08 (latest valid available)"
2604185,1204755,57,"2026-07-08 (latest valid available)"
2604195,1204755,56,"2026-07-08 (latest valid available)"
2604205,1204755,55,"2026-07-08 (latest valid available)"
2604215,1204755,52,"2026-07-08 (latest valid available)"
2604225,1204755,51,"2026-07-08 (latest valid available)"
2604235,1204755,49,"2026-07-08 (latest valid available)"
2604335,1204755,55,"2026-07-08 (latest valid available)"
2604345,1204755,56,"2026-07-08 (latest valid available)"
2604355,1204755,55,"2026-07-08 (latest valid available)"
2604365,1204755,56,"2026-07-08 (latest valid available)"
2604375,1204755,55,"2026-07-08 (latest valid available)"
2604385,1204755,56,"2026-07-08 (latest valid available)"
2604395,1204755,52,"2026-07-08 (latest valid available)"
2604405,1204755,53,"2026-07-08 (latest valid available)"
2604415,1204755,52,"2026-07-08 (latest valid available)"
2604425,1204755,53,"2026-07-08 (latest valid available)"
2604435,1204755,55,"2026-07-08 (latest valid available)"
2604445,1204755,54,"2026-07-08 (latest valid available)"
2604455,1204755,57,"2026-07-08 (latest valid available)"
2604465,1204755,57,"2026-07-08 (latest valid available)"
2604475,1204755,56,"2026-07-08 (latest valid available)"
2604485,1204755,57,"2026-07-08 (latest valid available)"
2604495,1204755,54,"2026-07-08 (latest valid available)"
2604505,1204755,53,"2026-07-08 (latest valid available)"
2604515,1204755,54,"2026-07-08 (latest valid available)"
2604525,1204755,56,"2026-07-08 (latest valid available)"
2604625,1204755,55,"2026-07-08 (latest valid available)"
2604635,1204755,72,"2026-07-08 (latest valid available)"
2604645,1204755,73,"2026-07-08 (latest valid available)"
2604655,1204755,66,"2026-07-08 (latest valid available)"
2604665,1204755,55,"2026-07-08 (latest valid available)"
2604675,1204755,53,"2026-07-08 (latest valid available)"
2604685,1204755,56,"2026-07-08 (latest valid available)"
2604695,1204755,64,"2026-07-08 (latest valid available)"
2604705,1204755,68,"2026-07-08 (latest valid available)"
2604715,1204755,61,"2026-07-08 (latest valid available)"
2604735,1204755,47,"2026-07-08 (latest valid available)"
2596775,1204745,23,"2026-07-08 (latest valid available)"
2597345,1204745,0,"2026-07-08 (latest valid available)"
2597955,1204745,20,"2026-07-08 (latest valid available)"
2599075,1204745,82,"2026-07-08 (latest valid available)"
2600855,1204745,48,"2026-07-08 (latest valid available)"
2600865,1204745,49,"2026-07-08 (latest valid available)"
2600875,1204745,51,"2026-07-08 (latest valid available)"
2600885,1204745,58,"2026-07-08 (latest valid available)"
2600895,1204745,53,"2026-07-08 (latest valid available)"
2600905,1204745,55,"2026-07-08 (latest valid available)"
2602315,1204745,45,"2026-07-08 (latest valid available)"
2602325,1204745,48,"2026-07-08 (latest valid available)"
2602335,1204745,47,"2026-07-08 (latest valid available)"
2602345,1204745,46,"2026-07-08 (latest valid available)"
2602355,1204745,50,"2026-07-08 (latest valid available)"
2602365,1204745,48,"2026-07-08 (latest valid available)"
2602395,1204745,51,"2026-07-08 (latest valid available)"
2602405,1204745,53,"2026-07-08 (latest valid available)"
2602415,1204745,47,"2026-07-08 (latest valid available)"
2602425,1204745,49,"2026-07-08 (latest valid available)"
2602435,1204745,47,"2026-07-08 (latest valid available)"
2602445,1204745,46,"2026-07-08 (latest valid available)"
2602455,1204745,49,"2026-07-08 (latest valid available)"
2602465,1204745,46,"2026-07-08 (latest valid available)"
2602495,1204745,55,"2026-07-08 (latest valid available)"
2602505,1204745,44,"2026-07-08 (latest valid available)"
2602515,1204745,60,"2026-07-08 (latest valid available)"
2602525,1204745,63,"2026-07-08 (latest valid available)"
2602535,1204745,63,"2026-07-08 (latest valid available)"
2602545,1204745,57,"2026-07-08 (latest valid available)"
2602555,1204745,45,"2026-07-08 (latest valid available)"
2602565,1204745,57,"2026-07-08 (latest valid available)"
2602575,1204745,62,"2026-07-08 (latest valid available)"
2602585,1204745,54,"2026-07-08 (latest valid available)"
2602595,1204745,55,"2026-07-08 (latest valid available)"
2602605,1204745,42,"2026-07-08 (latest valid available)"
2602615,1204745,19,"2026-07-08 (latest valid available)"
2602625,1204745,35,"2026-07-08 (latest valid available)"
2602655,1204745,50,"2026-07-08 (latest valid available)"
2602665,1204745,47,"2026-07-08 (latest valid available)"
2602675,1204745,51,"2026-07-08 (latest valid available)"
2602685,1204745,54,"2026-07-08 (latest valid available)"
2602695,1204745,51,"2026-07-08 (latest valid available)"
2602725,1204745,50,"2026-07-08 (latest valid available)"
2602735,1204745,49,"2026-07-08 (latest valid available)"
2602745,1204745,51,"2026-07-08 (latest valid available)"
2602755,1204745,52,"2026-07-08 (latest valid available)"
2602765,1204745,55,"2026-07-08 (latest valid available)"
2602775,1204745,53,"2026-07-08 (latest valid available)"
2602785,1204745,60,"2026-07-08 (latest valid available)"
2602795,1204745,47,"2026-07-08 (latest valid available)"
2602805,1204745,53,"2026-07-08 (latest valid available)"
2602815,1204745,57,"2026-07-08 (latest valid available)"
2602825,1204745,56,"2026-07-08 (latest valid available)"
2602835,1204745,49,"2026-07-08 (latest valid available)"
2602845,1204745,45,"2026-07-08 (latest valid available)"
2602855,1204745,48,"2026-07-08 (latest valid available)"
2602865,1204745,48,"2026-07-08 (latest valid available)"
2602875,1204745,46,"2026-07-08 (latest valid available)"
2602885,1204745,46,"2026-07-08 (latest valid available)"
2602895,1204745,52,"2026-07-08 (latest valid available)"
2602935,1204745,45,"2026-07-08 (latest valid available)"
2602945,1204745,43,"2026-07-08 (latest valid available)"
2602955,1204745,52,"2026-07-08 (latest valid available)"
2602965,1204745,53,"2026-07-08 (latest valid available)"
2602975,1204745,50,"2026-07-08 (latest valid available)"
2602985,1204745,50,"2026-07-08 (latest valid available)"
2602995,1204745,58,"2026-07-08 (latest valid available)"
2603025,1204745,55,"2026-07-08 (latest valid available)"
2603035,1204745,54,"2026-07-08 (latest valid available)"
2603045,1204745,55,"2026-07-08 (latest valid available)"
2603055,1204745,53,"2026-07-08 (latest valid available)"
2603065,1204745,57,"2026-07-08 (latest valid available)"
2603075,1204745,57,"2026-07-08 (latest valid available)"
2603085,1204745,55,"2026-07-08 (latest valid available)"
2603095,1204745,60,"2026-07-08 (latest valid available)"
2603105,1204745,58,"2026-07-08 (latest valid available)"
2603115,1204745,53,"2026-07-08 (latest valid available)"
2603125,1204745,57,"2026-07-08 (latest valid available)"
2603135,1204745,55,"2026-07-08 (latest valid available)"
2603145,1204745,58,"2026-07-08 (latest valid available)"
2603155,1204745,60,"2026-07-08 (latest valid available)"
2603165,1204745,57,"2026-07-08 (latest valid available)"
2603175,1204745,52,"2026-07-08 (latest valid available)"
2603185,1204745,54,"2026-07-08 (latest valid available)"
2603195,1204745,50,"2026-07-08 (latest valid available)"
2603695,1204745,59,"2026-07-08 (latest valid available)"
2603705,1204745,51,"2026-07-08 (latest valid available)"
2603715,1204745,53,"2026-07-08 (latest valid available)"
2603725,1204745,49,"2026-07-08 (latest valid available)"
2603735,1204745,45,"2026-07-08 (latest valid available)"
2603745,1204745,48,"2026-07-08 (latest valid available)"
2603755,1204745,50,"2026-07-08 (latest valid available)"
2603765,1204745,50,"2026-07-08 (latest valid available)"
2603775,1204745,58,"2026-07-08 (latest valid available)"
2603785,1204745,59,"2026-07-08 (latest valid available)"
2603795,1204745,56,"2026-07-08 (latest valid available)"
2603805,1204745,56,"2026-07-08 (latest valid available)"
2603815,1204745,54,"2026-07-08 (latest valid available)"
2603825,1204745,52,"2026-07-08 (latest valid available)"
2603835,1204745,50,"2026-07-08 (latest valid available)"
2603845,1204745,54,"2026-07-08 (latest valid available)"
2603875,1204745,59,"2026-07-08 (latest valid available)"
2603885,1204745,60,"2026-07-08 (latest valid available)"
2603895,1204745,59,"2026-07-08 (latest valid available)"
2603905,1204745,57,"2026-07-08 (latest valid available)"
2603915,1204745,55,"2026-07-08 (latest valid available)"
2603925,1204745,55,"2026-07-08 (latest valid available)"
2603935,1204745,56,"2026-07-08 (latest valid available)"
2603945,1204745,57,"2026-07-08 (latest valid available)"
2603955,1204745,55,"2026-07-08 (latest valid available)"
2603965,1204745,51,"2026-07-08 (latest valid available)"
2603975,1204745,47,"2026-07-08 (latest valid available)"
2603985,1204745,51,"2026-07-08 (latest valid available)"
2603995,1204745,58,"2026-07-08 (latest valid available)"
2604005,1204745,56,"2026-07-08 (latest valid available)"
2604015,1204745,54,"2026-07-08 (latest valid available)"
2604025,1204745,51,"2026-07-08 (latest valid available)"
2604035,1204745,50,"2026-07-08 (latest valid available)"
2604045,1204745,52,"2026-07-08 (latest valid available)"
2604055,1204745,50,"2026-07-08 (latest valid available)"
2604065,1204745,45,"2026-07-08 (latest valid available)"
2604075,1204745,49,"2026-07-08 (latest valid available)"
2604085,1204745,56,"2026-07-08 (latest valid available)"
2604095,1204745,55,"2026-07-08 (latest valid available)"
2604105,1204745,55,"2026-07-08 (latest valid available)"
2604115,1204745,54,"2026-07-08 (latest valid available)"
2604125,1204745,45,"2026-07-08 (latest valid available)"
2604135,1204745,39,"2026-07-08 (latest valid available)"
2604145,1204745,42,"2026-07-08 (latest valid available)"
2604155,1204745,39,"2026-07-08 (latest valid available)"
2604165,1204745,48,"2026-07-08 (latest valid available)"
2604175,1204745,62,"2026-07-08 (latest valid available)"
2604185,1204745,59,"2026-07-08 (latest valid available)"
2604195,1204745,59,"2026-07-08 (latest valid available)"
2604205,1204745,59,"2026-07-08 (latest valid available)"
2604215,1204745,51,"2026-07-08 (latest valid available)"
2604225,1204745,51,"2026-07-08 (latest valid available)"
2604235,1204745,49,"2026-07-08 (latest valid available)"
2604325,1204745,58,"2026-07-08 (latest valid available)"
2604335,1204745,55,"2026-07-08 (latest valid available)"
2604345,1204745,55,"2026-07-08 (latest valid available)"
2604355,1204745,53,"2026-07-08 (latest valid available)"
2604365,1204745,54,"2026-07-08 (latest valid available)"
2604375,1204745,50,"2026-07-08 (latest valid available)"
2604385,1204745,50,"2026-07-08 (latest valid available)"
2604395,1204745,48,"2026-07-08 (latest valid available)"
2604405,1204745,52,"2026-07-08 (latest valid available)"
2604415,1204745,54,"2026-07-08 (latest valid available)"
2604425,1204745,55,"2026-07-08 (latest valid available)"
2604435,1204745,53,"2026-07-08 (latest valid available)"
2604445,1204745,52,"2026-07-08 (latest valid available)"
2604455,1204745,55,"2026-07-08 (latest valid available)"
2604465,1204745,56,"2026-07-08 (latest valid available)"
2604475,1204745,54,"2026-07-08 (latest valid available)"
2604485,1204745,54,"2026-07-08 (latest valid available)"
2604495,1204745,51,"2026-07-08 (latest valid available)"
2604615,1204745,56,"2026-07-08 (latest valid available)"
2604625,1204745,56,"2026-07-08 (latest valid available)"
2604635,1204745,70,"2026-07-08 (latest valid available)"
2604645,1204745,72,"2026-07-08 (latest valid available)"
2604655,1204745,66,"2026-07-08 (latest valid available)"
2604665,1204745,55,"2026-07-08 (latest valid available)"
2604675,1204745,51,"2026-07-08 (latest valid available)"
2604685,1204745,56,"2026-07-08 (latest valid available)"
2604695,1204745,67,"2026-07-08 (latest valid available)"
2604705,1204745,66,"2026-07-08 (latest valid available)"
2597955,1204735,0,"2026-07-08 (latest valid available)"
2599045,1204735,54,"2026-07-08 (latest valid available)"
2600845,1204735,36,"2026-07-08 (latest valid available)"
2600855,1204735,43,"2026-07-08 (latest valid available)"
2600865,1204735,36,"2026-07-08 (latest valid available)"
2600875,1204735,35,"2026-07-08 (latest valid available)"
2600885,1204735,57,"2026-07-08 (latest valid available)"
2600895,1204735,52,"2026-07-08 (latest valid available)"
2600905,1204735,48,"2026-07-08 (latest valid available)"
2601325,1204735,52,"2026-07-08 (latest valid available)"
2602415,1204735,51,"2026-07-08 (latest valid available)"
2602425,1204735,53,"2026-07-08 (latest valid available)"
2602435,1204735,56,"2026-07-08 (latest valid available)"
2602445,1204735,59,"2026-07-08 (latest valid available)"
2602455,1204735,62,"2026-07-08 (latest valid available)"
2602465,1204735,57,"2026-07-08 (latest valid available)"
2602485,1204735,33,"2026-07-08 (latest valid available)"
2602495,1204735,48,"2026-07-08 (latest valid available)"
